,lineup_ids,clusters,lineup_names,points_scored,points_allowed,MIN_TOT,net,net_per_min
23954,"2732,201177,201945,202687,202689","0,3,8,8,9","Biyombo,Bismack - Gordon,Ben - Henderson,Gerald - McRoberts,Josh - Walker,Kemba",16.5,16.7,69.7,-0.2,-0.00286944045911
23955,"2732,201177,201945,202689,203077","2,3,8,8,9","Gordon,Ben - Henderson,Gerald - Kidd-Gilchrist,Michael - McRoberts,Josh - Walker,Kemba",10.8,12.1,27.2,-1.3,-0.0477941176471
23964,"2732,201196,201604,202687,203469","0,2,3,6,9","Biyombo,Bismack - Douglas-Roberts,Chris - Gordon,Ben - Sessions,Ramon - Zeller,Cody",49.0,39.0,21.5,10.0,0.46511627907
23965,"2732,201196,201945,201957,202687","0,5,6,8,9","Biyombo,Bismack - Gordon,Ben - Henderson,Gerald - Mullens,Byron - Sessions,Ramon",4.4,4.1,16.2,0.3,0.0185185185185
23973,"2732,201196,201957,202687,202689","0,5,6,8,9","Biyombo,Bismack - Gordon,Ben - Mullens,Byron - Sessions,Ramon - Walker,Kemba",9.0,10.0,25.2,-1.0,-0.0396825396825
23975,"2732,201196,201957,202687,203106","0,4,5,6,9","Biyombo,Bismack - Gordon,Ben - Mullens,Byron - Sessions,Ramon - Taylor,Jeff",6.1,7.5,32.0,-1.4,-0.04375
23977,"2732,201196,201957,202689,203106","4,5,6,8,9","Gordon,Ben - Mullens,Byron - Sessions,Ramon - Taylor,Jeff - Walker,Kemba",7.8,7.6,17.0,0.2,0.0117647058824
23984,"2732,201196,202687,202689,203106","0,4,6,8,9","Biyombo,Bismack - Gordon,Ben - Sessions,Ramon - Taylor,Jeff - Walker,Kemba",8.7,15.7,15.6,-7.0,-0.448717948718
23985,"2732,201196,202687,203077,203106","0,2,4,6,9","Biyombo,Bismack - Gordon,Ben - Kidd-Gilchrist,Michael - Sessions,Ramon - Taylor,Jeff",4.4,3.8,20.9,0.6,0.0287081339713
23986,"2732,201196,202687,203106,203469","0,2,4,6,9","Biyombo,Bismack - Gordon,Ben - Sessions,Ramon - Taylor,Jeff - Zeller,Cody",40.8,43.8,24.0,-3.0,-0.125
23989,"2732,201945,201957,202687,202689","0,5,8,8,9","Biyombo,Bismack - Gordon,Ben - Henderson,Gerald - Mullens,Byron - Walker,Kemba",5.6,5.6,28.6,0.0,0.0
23993,"2732,201945,202687,202689,203077","0,2,8,8,9","Biyombo,Bismack - Gordon,Ben - Henderson,Gerald - Kidd-Gilchrist,Michael - Walker,Kemba",4.4,5.2,18.0,-0.8,-0.0444444444444
23994,"2732,201945,202687,202689,203106","0,4,8,8,9","Biyombo,Bismack - Gordon,Ben - Henderson,Gerald - Taylor,Jeff - Walker,Kemba",9.3,12.3,15.3,-3.0,-0.196078431373
23996,"2732,201957,202687,202689,203077","0,2,5,8,9","Biyombo,Bismack - Gordon,Ben - Kidd-Gilchrist,Michael - Mullens,Byron - Walker,Kemba",6.5,7.7,19.8,-1.2,-0.0606060606061
24004,"2732,202696,202699,203095,203506","2,2,7,8,9","Fournier,Evan - Gordon,Ben - Harris,Tobias - Oladipo,Victor - Vucevic,Nikola",39.0,51.0,22.0,-12.0,-0.545454545455
24020,"2732,2744,201177,201196,201945","2,3,6,8,9","Gordon,Ben - Henderson,Gerald - Jefferson,Al - McRoberts,Josh - Sessions,Ramon",28.0,31.2,16.8,-3.2,-0.190476190476
24024,"2732,2744,201177,201945,202689","2,3,8,8,9","Gordon,Ben - Henderson,Gerald - Jefferson,Al - McRoberts,Josh - Walker,Kemba",60.3,78.3,35.1,-18.0,-0.512820512821
24038,"2733,101106,201575,202691,203110","2,2,4,4,9","Bogut,Andrew - Green,Draymond - Livingston,Shaun - Rush,Brandon - Thompson,Klay",44.1,66.0,26.7,-21.9,-0.820224719101
24040,"2733,101106,201939,202691,203084","2,4,5,6,9","Barnes,Harrison - Bogut,Andrew - Curry,Stephen - Livingston,Shaun - Thompson,Klay",40.4,46.4,16.4,-6.0,-0.365853658537
24041,"2733,101106,201939,202691,203110","2,2,4,6,9","Bogut,Andrew - Curry,Stephen - Green,Draymond - Livingston,Shaun - Thompson,Klay",210.2,157.9,77.6,52.3,0.673969072165
24045,"2733,101106,202691,203084,203110","2,2,4,5,9","Barnes,Harrison - Bogut,Andrew - Green,Draymond - Livingston,Shaun - Thompson,Klay",105.0,105.0,55.5,0.0,0.0
24050,"2733,101110,202338,202348,202698","1,4,5,6,9","Crawford,Jordan - Livingston,Shaun - Seraphin,Kevin - Singleton,Chris - Webster,Martell",8.3,6.5,16.0,1.8,0.1125
24071,"2733,101139,201578,201961,202684","2,2,3,4,9","Ellington,Wayne - Livingston,Shaun - Miles,CJ - Speights,Marreese - Thompson,Tristan",7.8,7.8,21.0,0.0,0.0
24078,"2733,101139,202087,202684,203079","2,4,7,8,9","Gee,Alonzo - Livingston,Shaun - Miles,CJ - Thompson,Tristan - Waiters,Dion",9.5,10.3,16.0,-0.8,-0.05
24081,"2733,101154,101187,201977,203141","1,3,3,3,9","Anderson,Alan - Blatche,Andray - Livingston,Shaun - Teletovic,Mirza - Thornton,Marcus",124.0,87.2,52.0,36.8,0.707692307692
24091,"2733,201575,201578,202691,203084","2,4,4,5,9","Barnes,Harrison - Livingston,Shaun - Rush,Brandon - Speights,Marreese - Thompson,Klay",26.0,52.8,20.8,-26.8,-1.28846153846
24102,"2733,201578,201939,202691,203110","2,2,4,6,9","Curry,Stephen - Green,Draymond - Livingston,Shaun - Speights,Marreese - Thompson,Klay",49.0,45.9,20.4,3.1,0.151960784314
24109,"2733,201578,202087,202681,202684","2,2,7,8,9","Gee,Alonzo - Irving,Kyrie - Livingston,Shaun - Speights,Marreese - Thompson,Tristan",2.6,3.7,18.0,-1.1,-0.0611111111111
24111,"2733,201578,202087,202684,203079","2,2,7,8,9","Gee,Alonzo - Livingston,Shaun - Speights,Marreese - Thompson,Tristan - Waiters,Dion",7.0,11.8,15.6,-4.8,-0.307692307692
24113,"2733,201578,202691,203084,203110","2,2,4,5,9","Barnes,Harrison - Green,Draymond - Livingston,Shaun - Speights,Marreese - Thompson,Klay",51.0,34.2,23.2,16.8,0.724137931034
24114,"2733,201578,202691,203084,203546","2,3,4,5,9","Barnes,Harrison - Clark,Ian - Livingston,Shaun - Speights,Marreese - Thompson,Klay",30.8,38.5,18.9,-7.7,-0.407407407407
24123,"2733,201939,202691,203084,203110","2,4,5,6,9","Barnes,Harrison - Curry,Stephen - Green,Draymond - Livingston,Shaun - Thompson,Klay",315.2,253.0,114.0,62.2,0.545614035088
24125,"2733,201939,202691,203105,203110","0,2,4,6,9","Curry,Stephen - Ezeli,Festus - Green,Draymond - Livingston,Shaun - Thompson,Klay",67.1,60.9,30.1,6.2,0.205980066445
24133,"2733,201961,202087,202684,203092","0,2,3,8,9","Ellington,Wayne - Gee,Alonzo - Livingston,Shaun - Thompson,Tristan - Zeller,Tyler",16.5,18.4,82.0,-1.9,-0.0231707317073
24137,"2733,202087,202681,202684,203092","0,2,7,8,9","Gee,Alonzo - Irving,Kyrie - Livingston,Shaun - Thompson,Tristan - Zeller,Tyler",6.9,4.8,30.0,2.1,0.07
24138,"2733,202087,202684,203079,203092","0,2,7,8,9","Gee,Alonzo - Livingston,Shaun - Thompson,Tristan - Waiters,Dion - Zeller,Tyler",12.3,13.8,99.0,-1.5,-0.0151515151515
24140,"2733,202338,202348,202686,203078","0,1,6,8,9","Beal,Bradley - Crawford,Jordan - Livingston,Shaun - Seraphin,Kevin - Vesely,Jan",12.5,19.5,17.2,-7.0,-0.406976744186
24142,"2733,202681,202684,203079,203092","0,2,7,7,9","Irving,Kyrie - Livingston,Shaun - Thompson,Tristan - Waiters,Dion - Zeller,Tyler",6.2,5.9,16.8,0.3,0.0178571428571
24153,"2733,2738,101106,201939,203084","2,4,5,6,9","Barnes,Harrison - Bogut,Andrew - Curry,Stephen - Iguodala,Andre - Livingston,Shaun",40.0,32.8,20.9,7.2,0.344497607656
24154,"2733,2738,101106,201939,203110","2,2,4,6,9","Bogut,Andrew - Curry,Stephen - Green,Draymond - Iguodala,Andre - Livingston,Shaun",78.2,80.6,40.5,-2.4,-0.0592592592593
24155,"2733,2738,101106,202691,203084","2,4,4,5,9","Barnes,Harrison - Bogut,Andrew - Iguodala,Andre - Livingston,Shaun - Thompson,Klay",78.8,45.0,32.8,33.8,1.03048780488
24156,"2733,2738,101106,202691,203110","2,2,4,4,9","Bogut,Andrew - Green,Draymond - Iguodala,Andre - Livingston,Shaun - Thompson,Klay",140.8,134.0,69.2,6.8,0.0982658959538
24160,"2733,2738,101135,201578,202691","2,2,4,4,9","Iguodala,Andre - Lee,David - Livingston,Shaun - Speights,Marreese - Thompson,Klay",39.6,71.5,22.0,-31.9,-1.45
24161,"2733,2738,101135,201578,203200","2,2,4,5,9","Holiday,Justin - Iguodala,Andre - Lee,David - Livingston,Shaun - Speights,Marreese",95.2,76.3,44.1,18.9,0.428571428571
24164,"2733,2738,101135,202691,203084","2,4,4,5,9","Barnes,Harrison - Iguodala,Andre - Lee,David - Livingston,Shaun - Thompson,Klay",59.0,59.0,24.0,0.0,0.0
24166,"2733,2738,101135,202691,203110","2,2,4,4,9","Green,Draymond - Iguodala,Andre - Lee,David - Livingston,Shaun - Thompson,Klay",38.4,27.2,16.0,11.2,0.7
24167,"2733,2738,101135,203084,203200","2,4,5,5,9","Barnes,Harrison - Holiday,Justin - Iguodala,Andre - Lee,David - Livingston,Shaun",74.4,79.2,42.0,-4.8,-0.114285714286
24176,"2733,2738,201575,201578,203084","2,4,4,5,9","Barnes,Harrison - Iguodala,Andre - Livingston,Shaun - Rush,Brandon - Speights,Marreese",36.0,48.9,18.0,-12.9,-0.716666666667
24185,"2733,2738,201578,201939,203084","2,4,5,6,9","Barnes,Harrison - Curry,Stephen - Iguodala,Andre - Livingston,Shaun - Speights,Marreese",49.9,38.4,24.7,11.5,0.465587044534
24187,"2733,2738,201578,201939,203110","2,2,4,6,9","Curry,Stephen - Green,Draymond - Iguodala,Andre - Livingston,Shaun - Speights,Marreese",54.2,62.0,29.9,-7.8,-0.260869565217
24189,"2733,2738,201578,202691,203084","2,4,4,5,9","Barnes,Harrison - Iguodala,Andre - Livingston,Shaun - Speights,Marreese - Thompson,Klay",210.8,187.5,90.3,23.3,0.258028792913
24190,"2733,2738,201578,202691,203110","2,2,4,4,9","Green,Draymond - Iguodala,Andre - Livingston,Shaun - Speights,Marreese - Thompson,Klay",112.2,94.4,50.8,17.8,0.350393700787
24197,"2733,2738,201939,202691,203110","2,4,4,6,9","Curry,Stephen - Green,Draymond - Iguodala,Andre - Livingston,Shaun - Thompson,Klay",160.5,152.5,63.5,8.0,0.125984251969
24198,"2733,2738,201939,203084,203105","0,4,5,6,9","Barnes,Harrison - Curry,Stephen - Ezeli,Festus - Iguodala,Andre - Livingston,Shaun",65.0,50.0,24.0,15.0,0.625
24199,"2733,2738,201939,203084,203110","2,4,5,6,9","Barnes,Harrison - Curry,Stephen - Green,Draymond - Iguodala,Andre - Livingston,Shaun",98.3,62.1,34.5,36.2,1.04927536232
24200,"2733,2738,201939,203105,203110","0,2,4,6,9","Curry,Stephen - Ezeli,Festus - Green,Draymond - Iguodala,Andre - Livingston,Shaun",236.0,164.8,84.0,71.2,0.847619047619
24203,"2733,2738,202691,203084,203105","0,4,4,5,9","Barnes,Harrison - Ezeli,Festus - Iguodala,Andre - Livingston,Shaun - Thompson,Klay",34.4,56.8,21.2,-22.4,-1.05660377358
24204,"2733,2738,202691,203084,203110","2,4,4,5,9","Barnes,Harrison - Green,Draymond - Iguodala,Andre - Livingston,Shaun - Thompson,Klay",111.1,86.5,44.8,24.6,0.549107142857
24205,"2733,2738,202691,203105,203110","0,2,4,4,9","Ezeli,Festus - Green,Draymond - Iguodala,Andre - Livingston,Shaun - Thompson,Klay",71.7,61.8,38.0,9.9,0.260526315789
24219,"2733,2760,201575,202691,203084","2,4,4,5,9","Barnes,Harrison - Livingston,Shaun - Rush,Brandon - Thompson,Klay - Varejao,Anderson",33.0,29.0,15.5,4.0,0.258064516129
24231,"2734,101109,101135,202083,1626257","0,2,3,6,7","Felton,Raymond - Harris,Devin - Lee,David - Matthews,Wesley - Mejri,Salah",30.0,26.0,15.6,4.0,0.25641025641
24232,"2734,101109,101135,202083,202718","2,3,6,7,8","Felton,Raymond - Harris,Devin - Lee,David - Matthews,Wesley - Parsons,Chandler",39.0,20.0,17.0,19.0,1.11764705882
24245,"2734,101111,101145,202718,202962","1,3,6,7,8","Ellis,Monta - Harris,Devin - Parsons,Chandler - Smith,Greg - Villanueva,Charlie",42.7,46.9,23.1,-4.2,-0.181818181818
24261,"2734,101145,201148,202329,202718","0,2,6,7,8","Aminu,Al-Farouq - Ellis,Monta - Harris,Devin - Parsons,Chandler - Wright,Brandan",54.6,50.7,26.0,3.9,0.15
24276,"2734,2746,201143,201229,201952","1,2,4,7,8","Harris,Devin - Horford,Al - Smith,Josh - Teague,Jeff - Tolliver,Anthony",19.0,16.0,52.8,3.0,0.0568181818182
24281,"2736,101122,201596,202355,202708","2,3,5,7,7","Chalmers,Mario - Cole,Norris - Deng,Luol - Granger,Danny - Whiteside,Hassan",40.0,43.0,19.0,-3.0,-0.157894736842
24284,"2736,101123,201177,201609,1626196","3,5,5,8,9","Deng,Luol - Dragic,Goran - Green,Gerald - McRoberts,Josh - Richardson,Josh",42.9,49.8,18.6,-6.9,-0.370967741935
24285,"2736,101123,201609,202355,1626159","2,5,5,8,9","Deng,Luol - Dragic,Goran - Green,Gerald - Whiteside,Hassan - Winslow,Justise",91.2,79.8,41.8,11.4,0.272727272727
24286,"2736,101123,201609,202355,1626196","2,5,5,8,9","Deng,Luol - Dragic,Goran - Green,Gerald - Richardson,Josh - Whiteside,Hassan",60.0,52.0,29.6,8.0,0.27027027027
24290,"2736,101126,201149,201158,201959","2,2,4,5,6","Belinelli,Marco - Deng,Luol - Gibson,Taj - Noah,Joakim - Robinson,Nate",6.9,6.4,106.4,0.5,0.0046992481203
24291,"2736,101126,201149,201158,202710","2,4,5,6,7","Belinelli,Marco - Butler,Jimmy - Deng,Luol - Noah,Joakim - Robinson,Nate",8.4,8.9,66.3,-0.5,-0.00754147812971
24293,"2736,101126,201149,201959,202710","2,2,5,6,7","Butler,Jimmy - Deng,Luol - Gibson,Taj - Noah,Joakim - Robinson,Nate",6.0,7.2,79.2,-1.2,-0.0151515151515
24295,"2736,101126,201158,201959,202710","2,4,5,6,7","Belinelli,Marco - Butler,Jimmy - Deng,Luol - Gibson,Taj - Robinson,Nate",13.8,13.4,86.4,0.4,0.00462962962963
24301,"2736,101127,201150,202681,202684","2,2,5,7,8","Deng,Luol - Hawes,Spencer - Irving,Kyrie - Jack,Jarrett - Thompson,Tristan",508.3,499.2,240.5,9.1,0.0378378378378
24304,"2736,101127,201150,202684,203079","2,2,5,7,8","Deng,Luol - Hawes,Spencer - Jack,Jarrett - Thompson,Tristan - Waiters,Dion",231.0,251.3,103.6,-20.3,-0.195945945946
24311,"2736,101127,202681,202684,203092","0,2,5,7,8","Deng,Luol - Irving,Kyrie - Jack,Jarrett - Thompson,Tristan - Zeller,Tyler",260.4,246.0,127.2,14.4,0.11320754717
24314,"2736,101127,202684,203079,203092","0,2,5,7,8","Deng,Luol - Jack,Jarrett - Thompson,Tristan - Waiters,Dion - Zeller,Tyler",21.6,14.4,15.3,7.2,0.470588235294
24316,"2736,101127,202684,203092,203521","0,2,5,8,8","Dellavedova,Matthew - Deng,Luol - Jack,Jarrett - Thompson,Tristan - Zeller,Tyler",43.8,36.0,20.4,7.8,0.382352941176
24318,"2736,101139,202681,202684,203092","0,2,4,5,7","Deng,Luol - Irving,Kyrie - Miles,CJ - Thompson,Tristan - Zeller,Tyler",36.0,54.9,25.5,-18.9,-0.741176470588
24334,"2736,101150,203903,1626204,1627742","3,5,6,7,9","Clarkson,Jordan - Deng,Luol - Ingram,Brandon - Nance Jr.,Larry - Williams,Lou",70.0,55.3,28.0,14.7,0.525
24340,"2736,101150,203903,204028,1627742","0,5,6,7,9","Black,Tarik - Clarkson,Jordan - Deng,Luol - Ingram,Brandon - Williams,Lou",42.9,33.9,20.4,9.0,0.441176470588
24344,"2736,101181,201156,202389,203944","2,3,5,7,8","Calderon,Jose - Deng,Luol - Mozgov,Timofey - Randle,Julius - Young,Nick",65.1,81.0,36.0,-15.9,-0.441666666667
24352,"2736,201149,201158,201959,203104","2,2,4,5,6","Belinelli,Marco - Deng,Luol - Gibson,Taj - Noah,Joakim - Teague,Marquis",3.9,3.8,19.8,0.1,0.00505050505051
24353,"2736,201149,201158,202710,203104","2,4,5,6,7","Belinelli,Marco - Butler,Jimmy - Deng,Luol - Noah,Joakim - Teague,Marquis",6.1,7.4,25.6,-1.3,-0.05078125
24355,"2736,201149,201571,201959,202710","2,2,5,6,7","Augustin,D.J. - Butler,Jimmy - Deng,Luol - Gibson,Taj - Noah,Joakim",31.0,31.0,18.5,0.0,0.0
24356,"2736,201149,201959,202710,203104","2,2,5,6,7","Butler,Jimmy - Deng,Luol - Gibson,Taj - Noah,Joakim - Teague,Marquis",8.4,9.3,28.5,-0.9,-0.0315789473684
24358,"2736,201150,202681,202684,203079","2,2,5,7,7","Deng,Luol - Hawes,Spencer - Irving,Kyrie - Thompson,Tristan - Waiters,Dion",180.0,182.7,84.6,-2.7,-0.031914893617
24359,"2736,201150,202681,202684,203521","2,2,5,7,8","Dellavedova,Matthew - Deng,Luol - Hawes,Spencer - Irving,Kyrie - Thompson,Tristan",41.0,32.0,15.5,9.0,0.58064516129
24366,"2736,201156,202389,203944,1626156","2,3,5,7,9","Deng,Luol - Mozgov,Timofey - Randle,Julius - Russell,D'Angelo - Young,Nick",397.2,391.2,169.2,6.0,0.0354609929078
24383,"2736,201563,201596,201609,202355","2,5,7,7,9","Beasley,Michael - Chalmers,Mario - Deng,Luol - Dragic,Goran - Whiteside,Hassan",22.8,27.0,15.0,-4.2,-0.28
24384,"2736,201596,201609,201611,202355","2,5,5,7,9","Chalmers,Mario - Deng,Luol - Dragic,Goran - Walker,Henry - Whiteside,Hassan",51.2,57.6,25.6,-6.4,-0.25
24386,"2736,201596,201609,202355,203516","2,4,5,7,9","Chalmers,Mario - Deng,Luol - Dragic,Goran - Ennis,James - Whiteside,Hassan",50.0,40.0,18.8,10.0,0.531914893617
24388,"2736,201609,202355,1626159,1626196","2,5,5,5,9","Deng,Luol - Dragic,Goran - Richardson,Josh - Whiteside,Hassan - Winslow,Justise",435.6,409.2,189.2,26.4,0.139534883721
24390,"2736,201609,202355,204020,1626159","2,5,5,6,9","Deng,Luol - Dragic,Goran - Johnson,Tyler - Whiteside,Hassan - Winslow,Justise",28.0,39.9,15.4,-11.9,-0.772727272727
24398,"2736,202681,202684,203079,203092","0,2,5,7,7","Deng,Luol - Irving,Kyrie - Thompson,Tristan - Waiters,Dion - Zeller,Tyler",89.6,84.0,36.4,5.6,0.153846153846
24400,"2736,202681,202684,203079,203461","2,2,5,7,7","Bennett,Anthony - Deng,Luol - Irving,Kyrie - Thompson,Tristan - Waiters,Dion",75.2,97.6,34.4,-22.4,-0.651162790698
24421,"2736,2760,101127,202681,202684","2,2,5,7,8","Deng,Luol - Irving,Kyrie - Jack,Jarrett - Thompson,Tristan - Varejao,Anderson",148.8,151.2,73.2,-2.4,-0.0327868852459
24427,"2736,2760,101127,203079,203521","2,5,7,8,8","Dellavedova,Matthew - Deng,Luol - Jack,Jarrett - Varejao,Anderson - Waiters,Dion",64.2,37.2,30.6,27.0,0.882352941176
24429,"2736,2760,101139,202681,202684","2,2,4,5,7","Deng,Luol - Irving,Kyrie - Miles,CJ - Thompson,Tristan - Varejao,Anderson",327.0,313.0,146.0,14.0,0.0958904109589
24431,"2736,2760,201150,202681,203079","2,2,5,7,7","Deng,Luol - Hawes,Spencer - Irving,Kyrie - Varejao,Anderson - Waiters,Dion",46.0,44.0,23.5,2.0,0.0851063829787
24435,"2736,2760,202681,202684,203079","2,2,5,7,7","Deng,Luol - Irving,Kyrie - Thompson,Tristan - Varejao,Anderson - Waiters,Dion",119.6,135.2,67.6,-15.6,-0.230769230769
24441,"2738,101106,101135,201939,202691","2,2,4,4,6","Bogut,Andrew - Curry,Stephen - Iguodala,Andre - Lee,David - Thompson,Klay",1942.6,1688.5,840.4,254.1,0.302356020942
24442,"2738,101106,101135,201939,203084","2,2,4,5,6","Barnes,Harrison - Bogut,Andrew - Curry,Stephen - Iguodala,Andre - Lee,David",192.5,177.5,90.0,15.0,0.166666666667
24446,"2738,101106,101135,202691,203084","2,2,4,4,5","Barnes,Harrison - Bogut,Andrew - Iguodala,Andre - Lee,David - Thompson,Klay",123.2,120.8,77.6,2.4,0.0309278350515
24455,"2738,101106,201939,202691,203084","2,4,4,5,6","Barnes,Harrison - Bogut,Andrew - Curry,Stephen - Iguodala,Andre - Thompson,Klay",266.3,212.1,112.2,54.2,0.483065953654
24456,"2738,101106,201939,202691,203110","2,2,4,4,6","Bogut,Andrew - Curry,Stephen - Green,Draymond - Iguodala,Andre - Thompson,Klay",1035.2,814.6,406.8,220.6,0.542281219272
24458,"2738,101106,201939,203084,203110","2,2,4,5,6","Barnes,Harrison - Bogut,Andrew - Curry,Stephen - Green,Draymond - Iguodala,Andre",57.4,54.4,24.3,3.0,0.123456790123
24464,"2738,101106,202691,203110,203546","2,2,3,4,4","Bogut,Andrew - Clark,Ian - Green,Draymond - Iguodala,Andre - Thompson,Klay",36.9,37.8,17.1,-0.9,-0.0526315789474
24466,"2738,101135,201578,201939,202691","2,2,4,4,6","Curry,Stephen - Iguodala,Andre - Lee,David - Speights,Marreese - Thompson,Klay",51.7,52.0,22.2,-0.3,-0.0135135135135
24473,"2738,101135,201939,202691,203084","2,4,4,5,6","Barnes,Harrison - Curry,Stephen - Iguodala,Andre - Lee,David - Thompson,Klay",243.7,192.5,92.6,51.2,0.552915766739
24474,"2738,101135,201939,202691,203110","2,2,4,4,6","Curry,Stephen - Green,Draymond - Iguodala,Andre - Lee,David - Thompson,Klay",343.4,271.6,135.6,71.8,0.529498525074
24475,"2738,101135,201939,203084,203110","2,2,4,5,6","Barnes,Harrison - Curry,Stephen - Green,Draymond - Iguodala,Andre - Lee,David",65.6,54.4,30.4,11.2,0.368421052632
24476,"2738,101135,201939,203084,203200","2,4,5,5,6","Barnes,Harrison - Curry,Stephen - Holiday,Justin - Iguodala,Andre - Lee,David",30.0,30.0,16.0,0.0,0.0
24482,"2738,201142,201939,202691,203110","2,4,4,6,7","Curry,Stephen - Durant,Kevin - Green,Draymond - Iguodala,Andre - Thompson,Klay",206.7,157.3,67.6,49.4,0.730769230769
24488,"2738,201147,201163,201580,201951","0,4,4,8,9","Brewer,Corey - Chandler,Wilson - Iguodala,Andre - Lawson,Ty - McGee,JaVale",5.1,4.9,46.0,0.2,0.00434782608696
24489,"2738,201147,201163,201580,203095","0,4,4,8,8","Brewer,Corey - Chandler,Wilson - Fournier,Evan - Iguodala,Andre - McGee,JaVale",10.0,7.0,15.6,3.0,0.192307692308
24490,"2738,201147,201163,201585,201951","1,4,4,8,9","Brewer,Corey - Chandler,Wilson - Iguodala,Andre - Koufos,Kosta - Lawson,Ty",4.7,3.4,32.4,1.3,0.0401234567901
24496,"2738,201147,201568,201580,201951","0,3,4,4,9","Brewer,Corey - Gallinari,Danilo - Iguodala,Andre - Lawson,Ty - McGee,JaVale",4.6,4.0,32.4,0.6,0.0185185185185
24497,"2738,201147,201568,201585,201951","1,3,4,4,9","Brewer,Corey - Gallinari,Danilo - Iguodala,Andre - Koufos,Kosta - Lawson,Ty",5.6,4.7,41.6,0.9,0.0216346153846
24500,"2738,201147,201568,201951,202702","2,3,4,4,9","Brewer,Corey - Faried,Kenneth - Gallinari,Danilo - Iguodala,Andre - Lawson,Ty",5.3,5.1,59.4,0.2,0.003367003367
24510,"2738,201147,201580,201951,202702","0,2,4,4,9","Brewer,Corey - Faried,Kenneth - Iguodala,Andre - Lawson,Ty - McGee,JaVale",3.6,2.6,28.5,1.0,0.0350877192982
24515,"2738,201147,201585,201951,202702","1,2,4,4,9","Brewer,Corey - Faried,Kenneth - Iguodala,Andre - Koufos,Kosta - Lawson,Ty",6.2,5.5,49.4,0.7,0.0141700404858
24520,"2738,201163,201568,201585,201951","1,3,4,8,9","Chandler,Wilson - Gallinari,Danilo - Iguodala,Andre - Koufos,Kosta - Lawson,Ty",8.2,7.7,73.5,0.5,0.00680272108844
24526,"2738,201163,201585,201951,202702","1,2,4,8,9","Chandler,Wilson - Faried,Kenneth - Iguodala,Andre - Koufos,Kosta - Lawson,Ty",8.4,8.1,28.8,0.3,0.0104166666667
24527,"2738,201163,201585,201951,203095","1,4,8,8,9","Chandler,Wilson - Fournier,Evan - Iguodala,Andre - Koufos,Kosta - Lawson,Ty",37.3,25.3,40.2,12.0,0.298507462687
24529,"2738,201568,201580,201585,201951","0,1,3,4,9","Gallinari,Danilo - Iguodala,Andre - Koufos,Kosta - Lawson,Ty - McGee,JaVale",7.0,7.7,21.6,-0.7,-0.0324074074074
24531,"2738,201568,201580,201951,202702","0,2,3,4,9","Faried,Kenneth - Gallinari,Danilo - Iguodala,Andre - Lawson,Ty - McGee,JaVale",6.4,6.9,108.0,-0.5,-0.00462962962963
24534,"2738,201568,201585,201951,202702","1,2,3,4,9","Faried,Kenneth - Gallinari,Danilo - Iguodala,Andre - Koufos,Kosta - Lawson,Ty",27.4,25.8,793.6,1.6,0.00201612903226
24536,"2738,201568,201951,202389,202702","2,2,3,4,9","Faried,Kenneth - Gallinari,Danilo - Iguodala,Andre - Lawson,Ty - Mozgov,Timofey",9.8,9.0,22.5,0.8,0.0355555555556
